id,comment,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589797,Excelente Monitor Perfeito em qualquer requisito com algumas ressalvas.\nExtremamente satisfatório jogar e trabalhar nele, com a tela grande, eu posso reclinar a cadeira e ficar com o controle na mão bem confortavelmente sem prejudicar minha gameplay e com um tamanho tao grande, posso colocar muitas informações na tela na hora de trabalhar ou estudar.\nCores pouco vibrantes, se vc tentar contornar isso, vai se deparar com ghosting, que inclusive é o maior vilão desse monitor, eu gastei um tempo para configurar pro meu uso uma definição com um ghosting imperceptível e uma boa qualidade de imagem, porem isso não me frustou e ainda assim adorei esse monitor,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590791,muita tela o monitor é enorme e com ótima resolução\ntamanho e resolucao\no som é bem meia boca, mas já serve pra não precisar conectar o fone,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592754,bom produto comprei a mais ou menos uns 5 meses, e uso direto , muito bom mas apresenta pontos de vazamentos de luz masparami  não é problema mas pode ser para alguem\nas taxas  e um 160 ne e com 2k.\nalem do preço, o cabo que vem com ele não aguentou as taxas de transmissão tive q trocar por um de primeira linha e tudo só felicidade,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593227,Excelente monitor Qualidade excelente.\nImagem, brilho, pouquíssimo vazamentos.\nbotão de ligar/desligar bem ruim, parece que tá quebrado.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593540,Produto com ótimo custo benecifio para trabalhar. Para jogos não testei. \n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595669,Atende as expectativas Sensacional\nMonitor magnifico , qualidade de imagem , suporte/base , ajuste de altura e inclinação, monitor me surpreendeu e superou expectativas , vamos esperar para ver quanto a durabilidade.\nzero pontos negativos,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595834,"Custo-benefício Pelo que entrega, e pelo valor, compensa.\nEstou com esse monitor desde Novembro/22. Graças ao universo, até o momento não tive nenhum problema. Por essa faixa de preço, e por ser Quad-HD, é praticamente impossível encontrar outra opção. O Ultra Wide e a pequena curvatura completam o kit custo-benefício arrasador da LG. O tamanho também é muito bom, mas eu estava usando uma TV de 49, então confesso que até hoje ainda sinto falta de um pouco mais de espaço. Mas a gente se acostuma. A qualidade em si pra mim é muito satisfatória e depois que fiz umas calibrações, melhorou muito mais (de cara, as cores estavam meio sem vida). A questão dos Hz não posso opinar muito, porque aqui está fixo em 85hz (não tenho uma VGA melhor pra usufruir mais que isso). Não sei se com os tais 160 iria mudar tanto assim, porque eu só uso para trabalho, estudos e assistir algumas coisas (eu só jogo em console/TV). Estou usando num braço articulado sem grandes problemas, mas a fonte realmente é daquelas bizarronas, então eu deixei em cima do braço, pra esconder (óbvio que se eu mover o braço, certamente ela vai cair, mas não é caso aqui). Ele tem um som embutido também, o que é mais um atrativo. Serve pra ouvir tranquilamente, mas se precisar de algo mais elaborado, com graves, etc, esqueça. E nem é esperado que algo assim possa se ter num monitor. Basicamente é isso. Compensa pra quem precisa de mais espaço e não quer gastar muito.\nApesar do tamanho ser bacana, obviamente que seria melhor se ele fosse 4K, pra podermos ter mais resolução, mas isso certamente encareceria o produto, que no bem da verdade já não é exatamente barato, para os padrões BR. Seria melhor ainda se a fonte fosse embutida, mas não sei se existe tecnologia pra isso, sem zoar a espessura dele em si. Se tivesse USBs também seria bacana. Mas é aquilo; toda melhoria que fosse embutida, iria aumentar ainda mais o valor, então no fim das contas, tá de bom tamanho do jeito que tá. É só torcer pra durar bastante que tá tudo certo.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596308,"É um bom Monitor, Mas.... Ótima Imagem, excelente para trabalhar e jogar.\nImagem de ótima qualidade!!!   \nEu tenho um monitor LG 29\ IPS, mas a imagem desse Monitor LG  34WP65C-B é muito bom tb. \nFazendo os ajustes, a imagem desse monitor não deixa nada a desejar de um IPS. \nÓtimo para trabalhar com edições de Vídeos / Motion e tb para jogar.\nEstava usando o LG 34\"" como principal e o LG 29\"" como secundário da Vertical, Ficou show meu setup.\nA compra e entrega da Kabum foi super-rápida.\nInfelizmente não tive sorte.  Estava gostando muito do Monitor, mas veio com um probleminha. \nO problema acontece quando fica conectado via DisplayPort. \nFica dando umas interferências Horizontal na tela. Até registrei o problema com vídeos e fotos.\nSó não acontece o problema usando o porta HDMI no Monitor. \nAcontece que acima dos 100hz começam essas interferências, por isso que no HDMI não acontecia pois limita abaixo dos 100hz....  \nEu tenho outro Monitor Gamer LG Ultrawide 29UM69G - 29\"" Full HD IPS que usa a porta DisplayPort, nunca tive problemas.\nTeve Pessoas que passaram por esse mesmo problema usando a Porta DisplayPort. \nComo estava no prazo dos 07 dias, acionei a Kabum !!!""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598469,Entrega e produtos excelentes \n\n,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600604,Perfeito Muito bom, qualidade muito alta\nImagem perfeita\nCaro,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600735,Um ótimo monitor para desenvolvimento O monitor parece ser bem robusto, o suporte permite regulagem de altura e ângulo vertical.\n- frequência de 160 Hz (precisa ser via Display Port)\n- ter um auto-falante embutido (tem um som ok para ouvir um podcast)\n- tamanho, resolução de 2HD\n- brilho é ok, uso em ambiente claro, esse monitor é bem melhor que meu anterior com anti-glare\n- calibração das cores (como uso só para desenvolvimento, está mais que perfeito),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601744,Entregas Adequadas Boas Pedido aceitavel e 1000r boa\nO Monitor ele faça 1000r ele pode mover ele ou subir e descer \nO tipo ele é grande monitor bonito o suporte ele é daora ele e bom\n34 polegadas esse monitor lg 34 ele e tão curvo\nEle trava alguns lag no jogos 34 jogos ou ele esta fazendo próprio caro \neu testei ele e alguns ele travam hertz ai eu ja resolvi e tentava fazer ele ele trava 30 vezes mas ok,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604645,Muito melhor que o esperado Excelente, é caro, mas entrega tudo que promete.\nBrilho, hz e qualidade de imagem são os pontos mais positivos.\nNo windows 10, percebi que aquela barrinha que fica abaixo de algum aplicativo aberto é difícil de enxergar neste monitor. Detalhe bem sútil, mas bom deixar avisado.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604814,Excelente produto \n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607112,Perfeito!! Monitor de ótima qualidade.\nEntrega tudo o que promete.\nTela enorme, fácil de instalar, saídas de áudio potentes.\nNenhum.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607298,monitor gamer satisfeito com produto imagem boa e resposta rápida\nvc percebe a diferença pois tem resposta rápida principalmente em jogos fps e imagem não deixa\nnão observei nenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608688,otimo otimo\ntudo é  100%\nno produto não existe negativo,o único ponto negativo é  a entrega de vcs,é  muito deficiente,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609105,Ótimo custo beneficio Vale a pena pelo preço\nBom Acabamento \nBoa curvatura\nQualidade da imagem não é das melhores,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609272,Perfeito Muito bom, honestamente, não consigoevar a sério esse povo que fala de ghosting ou tela, o monitor é ótimo, se você não for gamer profissional ( e mesmo assim ainda vale) compra sem erro.\nImagem, tela\nSom e base,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451408,"Excelente Monitor com as características que eu queria, full HD, IPS, 240hz, entrada USB. Imagem excelente e design lindo, porém deixar com tempo de resposta \faster\"" pode aparecer o famoso \""ghost\"", mas no tempo de resposta \""fast\"" a imagem fica normal, recomendo.\nFull HD, IPS, 240hz, entrada USB. Imagem excelente e design lindo\nGhost no tempo de resposta \""faster\""""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471411,Mto bom Excelente produto. Comprei na promoção de 1.6k e neste preço vale demais.\nResolução, tamanho, cores, opções de sincronia.\nNenhum até o momento.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480318,Excelente aquisição. Perfeito.\nEntrega tudo e mais um pouco. Qualidade sem igual.\nO preço é meio salgado, mas vale a pena.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487331,Muito bom! Ótima taxa de resposta e cores muito boas!\nSaindo de um monitor TN para um IPS, as cores e o antirreflexo são muito melhores. Ainda que a taxa de resposta do TN seja maior, prefiro esse monitor.\nPreço é salgado.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491637,"Ótimo monitor se estiver na promoção Produto muito bom, stand não é muito firme\nRefresh rate variável\nHub USB 3.0 com 2 portas\n120Hz com HDMI e 240Hz com Display Port\nPainel IPS impecável, não tive nenhum dead pixel e não tem muito backlight bleeding (apenas em um canto da minha tela)\nO Stand dele não é muito firme, qualquer toque o monitor balança\nLugar para webcam inexistente\n\99% sRGB\"" não é muito verdade, devendo ser calibrado para que chegue próximo""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491868,Aprovado! Muito bom!\nQualidade da imagem, construção, inclui cabos HDMI e Display port\nFaltou ajuste de inclinação e poderia ter um HDR mais moderno.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493529,Amei o produto!! Atendeu todas as minhas expectativas, cumpre o que promete e é lindo demais. Estou apaixonada!\nTela grande\nCores fiéis\nRápido\nNão encontrei,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495639,Péssimo, completamente tomado por ghosting Horrível, não entrega 1% do que promete\nnenhum\n2000 reais num monitor completamente tomado por ghosting de cores.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506979,ótimo desempenho bom\nele realmente entrega os 240hz e não vem com nenhum dead pixel.\nele tem uma coloração meio desbotada mesmo sendo IPS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513018,Ótimo monitor pra quem busca custo benefício para jogos competitivos O monitor tem uma interface de configurações bem completa, e tem uma ótima imagem para um monitor de 240hz.\nCusto benefício\n240hz 1ms\nBoa fidelidade de cores\nO suporte não é de melhor qualidade\nTem detalhes vermelhos que pessoalmente não me agradam\nTem muitas opções de ajuste, mas não vira horizontalmente,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517972,Maravilhoso ! Otimo !\nTela sem bordas, painel IPS inpecavel fiz todos os testes e fraquencias de HZ tbm e esta tudo como especificado.\nUtilizo tanto para uso casual quantoparagames profissionais e pelo preço esta excelente !\nBase forte e cores muito boas.\nNenhum.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521670,BOM MONITOR Eu esperei 1 ano para comprar um monitor top quando eu sabia que ele ia suprimir minhas expectativas, mais tive uma decepção, ele veio com defeito no HD10, não ativa e nem o freesync estou muito chateado pois é muito difícil contata a assistência técnica da LG uma dificuldade imensa estou com ele ainda do jeito que veio se saber oque fazer.\nO tamanho dele 27 polegadas, 240hz, freesync, monitor muito bonito mesmo.\nVeio com defeito no , HD10 e no freesync.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523993,Até agora nada para reclamar Até agora nada para reclamar\ndesign bacana e qualidade boa da imagem\nnao encontrei até o momento,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528088,Muito bom Ótimo produto. Possui tanto a entrada hdmi 2.0 quanto o cabo hdmi 2.0. monitor bonito, possui base resistente. Não vi defeitos até agora. No meu caso, para jogos, está ótimo. Mas para outras funções não deixa a desejar também. Recomendo\nbonito, resistente, bem ajustável, imagem boa etc...\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528820,Sensacional Demorei para comprar meu monitor gamer, pesquisei bastante, estudei e vi que era necessário G-Sync + IPS + HDR. Com a GTX 3080 TI fiquei em dúvida sobre um monitor 2K ou Full HD. Testei em um monitor com G-sync + IPS e Full HD, e fiquei muito satisfeito, porém queria HDR também. Vi a promoção desse monitor e comprei. Estou muito satisfeito com a qualidade de imagem, não chego a utilizar os 240hz. O 120hz já me deixou satisfeito.\nQualidade de imagem, tempo de resposta, HDR, IPS, G-sync, vem com cabo HDMI, Display Port e USB. Não precisa comprar cabo algum\nAté o momento nenhum problema.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529783,Mudou o game Não achava que um monitor pudesse fazer tanta diferença nos jogos e no trabalho. Muita qualidade, o tamanho e excelente. É só comprar e ser feliz.\nVelocidade nos jogos, tamanho, imagem e luz.\nOs pés são grandes, precisa de espaço.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531368,Excelente Mais bonito ao vivo que por foto\nTudo\nNada,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532427,monitor de ótima qualidade gostei muito atende o anúncio\nótima qualidade, bordas finas, ajuste de alturas diversas\npiqueno detalhe nas laterais (aba) escura, não é do tamanho que está desligado, mais muito pequeno !,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534903,muito bom exelente monitor\natende o que promete feliz pela escolha\nnada,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536221,excelente monitor muito bom, correspondeu minha expectativa, eu recomendo!!\nTela ips, tempo de resposta, imagem muito boa, regulagem de altura\npor enquanto nenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536256,Monitor Perfeito Produto muito bem feito, os detalhes são lindos e a imagem perfeita, não tenho o que falar, recomendo muito!\nimagem, taxa de atualização, estética e regulagem de altura\nnão encontrei,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538510,caro, mas entrega o que promete excelente produto, recomendo\nimagem linda\ncores vivas\ntaxa de atualização e tempo de resposta incríveis\ndesign bonito\nfunciona como um hub de portas USB 3.0\npreço acima da média (paguei cerca de 2k),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541199,"Ótimo monitor Monitor muito bom e o tamanho é perfeito.\nChega aos 240 no Hdmi;\n27 polegadas é um ótimo tamanho tanto para trabalho quanto lazer.\nPoucas portas, são 2 Hdmi e 1 Displayport, mas creio que seja o padrão da industria.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543852,Melhor aquisição Recomendado\nSimplesmente fantástico! Ótimas cores devido o painel ips e muito mais bonito ao vivo. Sensação de imersão nos jogos. Bate os 240hz certinho.\nBase muito grande e aparentemente frágil, mas é o de menos.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544540,Ótimo produto quanto ao custo benefício Entrega o que promete\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544814,Excelente Monitor Tela IPS de qualidade , funciona perfeitamente nos vídeo games da antiga geração e da nova sem ghost , 240 hz lindos no pc free sync perfeito podem comprar sem medo\nQualidade de cores e tempo de resposta\nUm pouco de vazamento luz , mais toda tela IPS tem isso,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545056,"Entrega o que promete! Show de bola\nO monitor é top demais e com certeza merece 5 estrelas, se vocês pesquisarem bem, como no rtings por exemplo, vão ver que ele merece um lugar de respeito, uso em conjunto com um painel TN da Benq de 24 polegadas e um painel IPS UltraWide de 34 polegadas da própria LG, ambos em 144hz, e posso afirmar que a qualidade de imagem desse painel é excelente, claro que, para maior fidelidade de cores, recomendo que seja calibrado, assim como qualquer outro monitor gamer, via configurações da própria tela em conjunto com um perfil de cores ICC, que vocês encontram facilmente na internet. Uso para jogar FPS e não ficou devendo em nada, quem fala que não existe diferença de 144hz pra 240hz não sabe o que está falando, jogo em painéis de alta performance desde 2016 e posso afirmar que o bagulho é louco!\nO monitor possui 4 presets de tempo de resposta, sendo o \Fastest\"" o único que implementaram somente por questões de benchmark, já que o mesmo gera ghosting invertido e não é recomendado que seja usado em nenhum monitor gamer da LG de alta performance, no entanto, o \""Fast\"" vai te atender perfeitamente. Mesma coisa para o HDR, implementaram somente pra falar que tem, mas é um HDR simulado, e isso é normal em monitores dessa faixa.""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
